Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
04.03.2009 03:00:00,978.86,0.78,275.62,-1.49,84.7,6.46,5.47,0.99,3.49,5.59,1242.16,1.28,2.0,191.9
04.03.2009 04:00:00,977.66,0.8,275.74,-1.21,86.3,6.47,5.59,0.89,3.56,5.72,1240.47,1.55,2.25,202.1
04.03.2009 05:00:00,976.84,1.23,276.24,-0.86,85.9,6.68,5.74,0.94,3.66,5.87,1237.42,0.7,1.75,194.4
04.03.2009 06:00:00,975.86,1.74,276.82,-0.54,84.8,6.93,5.87,1.05,3.75,6.02,1233.84,0.55,1.25,165.6
04.03.2009 07:00:00,975.11,2.52,277.67,-0.12,82.7,7.32,6.06,1.27,3.87,6.21,1229.32,0.28,0.63,203.1
04.03.2009 08:00:00,974.41,2.78,277.99,0.06,82.2,7.46,6.13,1.33,3.93,6.3,1227.22,0.41,1.5,173.8
04.03.2009 09:00:00,973.25,5.31,280.64,0.73,72.2,8.92,6.44,2.48,4.13,6.62,1214.47,2.93,4.25,153.9
04.03.2009 10:00:00,971.87,5.19,280.63,1.08,74.7,8.84,6.61,2.24,4.24,6.8,1213.2,3.24,5.0,154.4
04.03.2009 11:00:00,971.05,6.7,282.22,1.54,69.53,9.82,6.83,2.99,4.39,7.03,1205.51,4.57,6.25,164.3
04.03.2009 12:00:00,970.05,8.58,284.2,1.49,60.93,11.17,6.81,4.36,4.38,7.02,1196.25,5.39,8.0,167.5
04.03.2009 13:00:00,969.09,9.4,285.11,1.39,57.21,11.81,6.76,5.05,4.35,6.97,1191.62,5.01,7.63,190.2
04.03.2009 14:00:00,968.46,9.29,285.05,1.56,58.33,11.72,6.84,4.88,4.4,7.06,1191.27,5.32,7.38,175.4
04.03.2009 15:00:00,967.34,9.78,285.64,1.93,57.96,12.11,7.02,5.09,4.53,7.26,1187.74,4.37,5.63,185.9
04.03.2009 16:00:00,966.55,9.09,285.01,1.67,59.6,11.56,6.89,4.67,4.45,7.13,1189.73,4.84,6.88,170.0
04.03.2009 17:00:00,965.65,8.48,284.47,1.9,63.15,11.09,7.01,4.09,4.53,7.26,1191.14,4.37,7.25,150.6
04.03.2009 18:00:00,965.24,6.84,282.85,1.55,68.88,9.92,6.83,3.09,4.41,7.08,1197.67,4.64,8.38,168.7
04.03.2009 19:00:00,965.12,5.58,281.59,1.2,73.3,9.09,6.66,2.43,4.31,6.9,1203.03,4.4,5.5,169.3
04.03.2009 20:00:00,964.83,5.0,281.02,1.08,75.7,8.73,6.61,2.12,4.27,6.85,1205.21,2.76,5.0,171.8
04.03.2009 21:00:00,964.26,4.33,280.39,1.04,79.1,8.33,6.59,1.74,4.26,6.83,1207.4,1.48,2.5,156.0
04.03.2009 22:00:00,963.95,3.7,279.78,0.99,82.4,7.97,6.56,1.4,4.25,6.81,1209.78,0.41,0.88,122.8
04.03.2009 23:00:00,963.2,2.36,278.49,0.49,87.4,7.24,6.33,0.91,4.1,6.57,1214.81,0.32,1.25,350.4
05.03.2009 00:00:00,962.54,1.24,277.41,-0.13,90.5,6.68,6.05,0.63,3.92,6.28,1219.07,1.73,2.5,334.2
05.03.2009 01:00:00,961.96,0.81,277.03,-0.3,92.2,6.48,5.97,0.51,3.87,6.21,1220.27,1.34,2.88,9.13
05.03.2009 02:00:00,961.4,0.2,276.45,-0.77,93.2,6.2,5.77,0.42,3.74,6.01,1222.41,1.66,2.38,347.3
05.03.2009 03:00:00,960.82,-0.77,275.52,-1.51,94.7,5.77,5.47,0.31,3.55,5.69,1226.17,0.58,1.13,255.9
05.03.2009 04:00:00,960.26,-0.99,275.34,-1.59,95.7,5.68,5.44,0.24,3.53,5.66,1226.45,0.33,0.75,167.8
05.03.2009 05:00:00,960.17,-1.25,275.09,-1.71,96.7,5.57,5.39,0.18,3.5,5.61,1227.53,0.31,0.88,76.7
05.03.2009 06:00:00,960.01,-1.81,274.53,-2.24,96.9,5.35,5.18,0.17,3.36,5.4,1229.97,0.42,1.0,262.2
05.03.2009 07:00:00,959.48,-1.61,274.78,-2.0,97.2,5.43,5.27,0.15,3.43,5.5,1228.33,1.35,1.88,12.83
05.03.2009 08:00:00,959.68,-1.54,274.84,-1.88,97.5,5.46,5.32,0.14,3.46,5.54,1228.22,1.32,2.0,31.64
05.03.2009 09:00:00,959.29,-1.32,275.09,-1.62,97.8,5.54,5.42,0.12,3.52,5.65,1226.7,0.69,1.13,17.84
05.03.2009 10:00:00,959.18,0.02,276.46,-0.32,97.5,6.12,5.97,0.15,3.88,6.22,1220.26,1.14,2.0,31.4
05.03.2009 11:00:00,959.55,0.8,277.21,0.48,97.7,6.47,6.32,0.15,4.11,6.59,1217.1,1.94,2.75,35.8
05.03.2009 12:00:00,959.15,2.18,278.65,1.74,96.9,7.15,6.93,0.22,4.51,7.22,1210.19,2.47,3.88,4.79
05.03.2009 13:00:00,959.3,3.14,279.61,2.53,95.7,7.66,7.33,0.33,4.77,7.64,1205.98,2.1,3.13,23.71
05.03.2009 14:00:00,958.99,3.88,280.38,3.01,94.0,8.07,7.58,0.48,4.93,7.91,1202.26,3.02,4.5,23.38
05.03.2009 15:00:00,958.67,4.81,281.34,3.38,90.4,8.61,7.79,0.83,5.07,8.12,1197.75,3.02,4.5,7.44
05.03.2009 16:00:00,958.85,5.1,281.63,3.88,91.8,8.79,8.07,0.72,5.25,8.42,1196.58,1.94,3.13,21.44
05.03.2009 17:00:00,958.91,4.91,281.43,3.94,93.4,8.68,8.1,0.57,5.27,8.45,1197.45,1.38,2.38,1.68
05.03.2009 18:00:00,958.95,5.11,281.62,4.16,93.6,8.79,8.23,0.56,5.36,8.58,1196.61,1.37,2.75,2.11
05.03.2009 19:00:00,959.65,5.17,281.63,4.16,93.2,8.83,8.23,0.6,5.35,8.58,1197.22,0.5,0.88,177.7
05.03.2009 20:00:00,959.82,5.77,282.22,4.53,91.7,9.21,8.44,0.76,5.49,8.8,1194.76,0.75,1.88,224.1
05.03.2009 21:00:00,960.05,6.21,282.65,4.22,87.0,9.5,8.26,1.23,5.37,8.61,1193.22,1.98,2.75,345.0
05.03.2009 22:00:00,960.29,5.87,282.28,4.3,89.6,9.27,8.31,0.96,5.4,8.65,1194.98,0.77,1.5,350.9
05.03.2009 23:00:00,960.29,5.37,281.78,4.4,93.4,8.96,8.37,0.59,5.44,8.71,1197.08,1.83,2.88,12.35
06.03.2009 00:00:00,960.5,5.14,281.52,4.69,96.9,8.81,8.54,0.27,5.55,8.89,1198.27,3.88,5.0,11.0
06.03.2009 01:00:00,960.88,5.28,281.63,4.99,98.0,8.9,8.72,0.18,5.67,9.08,1198.06,3.51,5.13,24.52
06.03.2009 02:00:00,961.0,5.37,281.72,5.15,98.5,8.96,8.82,0.13,5.73,9.18,1197.77,1.45,2.0,12.97
06.03.2009 03:00:00,960.96,5.3,281.65,5.11,98.7,8.91,8.8,0.12,5.72,9.16,1198.02,1.89,3.38,1.67
06.03.2009 04:00:00,960.8,5.27,281.63,5.09,98.8,8.89,8.79,0.11,5.71,9.15,1197.97,1.97,3.25,10.34
06.03.2009 05:00:00,961.12,5.21,281.55,5.01,98.6,8.86,8.73,0.12,5.67,9.09,1198.64,1.87,3.75,355.4
06.03.2009 06:00:00,961.62,5.09,281.38,4.89,98.6,8.78,8.66,0.12,5.62,9.01,1199.82,2.58,3.75,6.26
06.03.2009 07:00:00,962.3,4.4,280.63,4.2,98.6,8.37,8.25,0.12,5.35,8.58,1203.85,4.06,5.75,16.03
06.03.2009 08:00:00,963.04,3.92,280.08,3.69,98.4,8.09,7.96,0.13,5.16,8.27,1207.0,4.12,5.5,15.56
06.03.2009 09:00:00,963.93,3.5,279.58,3.27,98.4,7.85,7.73,0.13,5.0,8.02,1210.07,3.55,5.38,15.83
06.03.2009 10:00:00,964.82,3.38,279.38,3.15,98.4,7.79,7.66,0.12,4.95,7.94,1211.76,3.05,4.38,18.44
06.03.2009 11:00:00,965.5,3.34,279.29,3.11,98.4,7.76,7.64,0.12,4.94,7.91,1212.8,2.58,3.75,17.6
06.03.2009 12:00:00,966.12,3.29,279.19,3.07,98.4,7.74,7.62,0.12,4.92,7.88,1213.79,2.31,3.25,11.85
06.03.2009 13:00:00,966.59,3.37,279.23,3.11,98.2,7.78,7.64,0.14,4.93,7.9,1214.04,1.7,2.38,15.01
06.03.2009 14:00:00,967.13,3.66,279.48,3.33,97.7,7.94,7.76,0.18,5.01,8.02,1213.39,1.1,2.0,14.88
06.03.2009 15:00:00,967.56,3.89,279.67,3.51,97.4,8.07,7.86,0.21,5.07,8.13,1212.88,0.63,1.13,199.3
06.03.2009 16:00:00,968.11,3.9,279.64,3.3,95.8,8.08,7.74,0.34,4.99,8.0,1213.56,0.83,1.63,221.7
06.03.2009 17:00:00,968.81,3.55,279.23,3.0,96.2,7.88,7.58,0.3,4.88,7.83,1216.08,1.09,2.0,247.7
06.03.2009 18:00:00,969.75,3.3,278.9,2.84,96.8,7.74,7.5,0.25,4.82,7.73,1218.39,1.16,1.75,253.8
06.03.2009 19:00:00,970.66,3.31,278.83,2.89,97.1,7.75,7.52,0.22,4.84,7.75,1219.48,0.71,1.88,284.3
06.03.2009 20:00:00,971.39,3.24,278.7,2.78,96.8,7.71,7.46,0.25,4.79,7.68,1220.75,0.95,1.63,251.6
06.03.2009 21:00:00,972.23,3.1,278.5,2.6,96.5,7.64,7.37,0.27,4.73,7.58,1222.45,0.9,1.5,260.4
06.03.2009 22:00:00,972.94,2.83,278.17,2.33,96.5,7.49,7.23,0.26,4.63,7.43,1224.6,1.26,2.25,259.9
06.03.2009 23:00:00,973.46,2.97,278.26,2.49,96.7,7.56,7.31,0.25,4.69,7.51,1224.63,0.73,1.25,279.3
07.03.2009 00:00:00,974.18,2.81,278.05,2.34,96.7,7.48,7.23,0.25,4.63,7.43,1226.25,1.8,2.75,256.2
07.03.2009 01:00:00,974.91,2.35,277.52,1.95,97.2,7.24,7.03,0.2,4.5,7.21,1229.35,2.12,3.25,260.2
07.03.2009 02:00:00,975.61,2.21,277.32,1.81,97.2,7.16,6.96,0.2,4.45,7.14,1230.9,1.93,3.25,265.9
07.03.2009 03:00:00,976.03,1.97,277.04,1.37,95.8,7.04,6.74,0.3,4.31,6.91,1232.61,2.11,4.0,264.6
07.03.2009 04:00:00,976.65,1.72,276.74,0.98,94.8,6.92,6.56,0.36,4.19,6.71,1234.59,2.05,3.88,267.3
07.03.2009 05:00:00,977.34,1.28,276.25,0.56,94.9,6.7,6.36,0.34,4.06,6.51,1237.53,2.77,4.5,258.7
07.03.2009 06:00:00,977.99,1.16,276.08,0.47,95.1,6.65,6.32,0.33,4.03,6.46,1238.9,3.51,5.88,259.4
07.03.2009 07:00:00,978.73,1.16,276.02,0.4,94.6,6.65,6.29,0.36,4.01,6.42,1239.86,2.61,4.25,255.9
07.03.2009 08:00:00,979.74,1.3,276.07,0.52,94.5,6.71,6.34,0.37,4.04,6.47,1240.51,2.4,3.88,258.7
07.03.2009 09:00:00,980.49,1.16,275.87,0.5,95.3,6.65,6.33,0.31,4.03,6.46,1242.07,1.93,3.25,256.4
07.03.2009 10:00:00,981.14,1.79,276.45,0.9,93.8,6.95,6.52,0.43,4.14,6.65,1239.99,1.93,3.75,263.6
07.03.2009 11:00:00,981.83,2.35,276.95,1.23,92.3,7.24,6.68,0.56,4.24,6.8,1238.27,1.69,3.13,268.4
07.03.2009 12:00:00,982.26,2.63,277.21,1.23,90.4,7.39,6.68,0.71,4.24,6.8,1237.53,1.58,3.75,283.2
07.03.2009 13:00:00,982.57,3.28,277.83,1.49,88.0,7.73,6.81,0.93,4.32,6.93,1234.96,1.3,2.5,266.9
07.03.2009 14:00:00,983.12,2.9,277.41,1.15,88.2,7.53,6.64,0.89,4.21,6.75,1237.44,2.2,4.38,261.3
07.03.2009 15:00:00,983.55,2.43,276.9,1.52,93.7,7.28,6.82,0.46,4.32,6.93,1240.02,2.3,5.25,264.7
07.03.2009 16:00:00,984.03,1.83,276.26,1.02,94.3,6.97,6.58,0.4,4.17,6.68,1243.42,2.75,4.38,255.5
07.03.2009 17:00:00,984.36,2.08,276.48,0.63,90.1,7.1,6.4,0.7,4.05,6.5,1242.81,2.54,4.75,253.6
07.03.2009 18:00:00,985.21,2.37,276.7,0.42,86.9,7.25,6.3,0.95,3.98,6.39,1242.64,1.65,2.63,259.3
07.03.2009 19:00:00,985.71,2.3,276.6,0.05,85.0,7.21,6.13,1.08,3.88,6.22,1243.65,0.95,1.25,241.3
07.03.2009 20:00:00,986.31,1.63,275.87,-0.29,87.0,6.87,5.98,0.89,3.78,6.06,1247.52,1.89,2.75,238.6
07.03.2009 21:00:00,986.5,1.3,275.53,-0.93,85.0,6.71,5.7,1.01,3.6,5.78,1249.4,2.44,2.88,244.5
07.03.2009 22:00:00,986.61,-0.27,273.95,-1.42,91.9,5.99,5.51,0.49,3.48,5.58,1256.79,1.73,2.13,216.6
07.03.2009 23:00:00,986.51,-1.0,273.22,-1.71,94.9,5.67,5.39,0.29,3.4,5.46,1260.13,1.26,2.25,194.2
08.03.2009 00:00:00,986.18,-1.82,272.42,-2.23,97.0,5.34,5.18,0.16,3.28,5.25,1263.6,2.16,2.75,172.1
08.03.2009 01:00:00,985.79,-2.19,272.08,-2.49,97.8,5.2,5.08,0.11,3.21,5.16,1264.87,1.03,1.63,162.4
08.03.2009 02:00:00,985.4,-2.38,271.92,-2.63,98.2,5.12,5.03,0.09,3.18,5.11,1265.3,2.0,3.75,180.7
08.03.2009 03:00:00,984.73,-2.36,271.99,-2.55,98.6,5.13,5.06,0.07,3.2,5.14,1264.32,1.24,1.88,219.2
08.03.2009 04:00:00,983.6,-2.1,272.34,-2.31,98.5,5.23,5.15,0.08,3.27,5.24,1261.61,1.92,3.5,192.2
08.03.2009 05:00:00,983.16,-1.81,272.68,-2.01,98.5,5.35,5.27,0.08,3.34,5.36,1259.61,1.66,2.75,164.7
08.03.2009 06:00:00,983.01,-0.93,273.57,-1.3,97.3,5.71,5.55,0.15,3.52,5.65,1255.22,1.24,2.25,155.9
08.03.2009 07:00:00,982.49,0.11,274.65,-0.61,94.9,6.16,5.84,0.31,3.71,5.95,1249.66,0.97,2.38,153.7
08.03.2009 08:00:00,981.82,2.02,276.62,-0.15,85.5,7.07,6.04,1.02,3.84,6.15,1240.05,3.39,5.25,201.3
08.03.2009 09:00:00,981.05,2.27,276.94,0.07,85.3,7.2,6.14,1.06,3.9,6.26,1237.88,4.03,6.0,169.8
08.03.2009 10:00:00,980.92,3.66,278.34,1.07,83.1,7.94,6.6,1.34,4.2,6.73,1231.31,2.54,5.63,186.2
08.03.2009 11:00:00,980.04,5.13,279.9,1.57,77.7,8.81,6.84,1.96,4.36,6.98,1223.56,6.25,9.38,211.3
08.03.2009 12:00:00,979.45,5.79,280.61,1.92,76.1,9.22,7.02,2.2,4.47,7.16,1219.87,5.94,8.38,208.8
08.03.2009 13:00:00,978.69,6.33,281.22,1.96,73.5,9.57,7.04,2.54,4.48,7.19,1216.55,6.83,10.38,217.6
08.03.2009 14:00:00,978.14,5.52,280.45,2.02,78.1,9.05,7.07,1.98,4.51,7.23,1219.36,9.76,12.75,212.5
08.03.2009 15:00:00,977.94,5.53,280.47,2.5,80.8,9.06,7.32,1.74,4.67,7.48,1218.97,5.65,7.63,207.1
08.03.2009 16:00:00,977.65,5.9,280.87,2.64,79.5,9.3,7.39,1.91,4.72,7.56,1216.94,4.95,6.38,205.5
08.03.2009 17:00:00,977.43,5.42,280.4,3.29,86.1,8.99,7.74,1.25,4.94,7.92,1218.61,2.0,3.0,192.1
08.03.2009 18:00:00,977.06,5.17,280.18,3.19,87.0,8.83,7.68,1.15,4.91,7.86,1219.29,4.8,7.38,197.0
08.03.2009 19:00:00,977.02,5.3,280.31,3.14,85.9,8.91,7.65,1.26,4.89,7.83,1218.68,4.17,6.0,204.0
08.03.2009 20:00:00,976.94,5.43,280.45,3.23,85.7,8.99,7.71,1.29,4.92,7.89,1217.99,3.41,4.75,209.7
08.03.2009 21:00:00,976.55,5.11,280.17,3.52,89.4,8.8,7.86,0.93,5.02,8.05,1218.8,2.84,4.0,200.6
08.03.2009 22:00:00,976.22,4.97,280.05,4.09,94.0,8.71,8.19,0.52,5.23,8.39,1218.84,1.01,1.63,234.4
08.03.2009 23:00:00,975.76,4.77,279.89,4.2,96.1,8.59,8.25,0.33,5.28,8.46,1219.13,1.19,2.0,219.6
09.03.2009 00:00:00,975.24,4.2,279.35,3.72,96.7,8.25,7.98,0.27,5.1,8.18,1221.12,0.74,1.38,205.1
09.03.2009 01:00:00,975.31,4.63,279.79,4.04,95.9,8.51,8.16,0.35,5.22,8.37,1219.2,1.73,3.25,250.3
09.03.2009 02:00:00,975.24,4.06,279.21,3.0,92.8,8.17,7.58,0.59,4.85,7.78,1221.91,1.6,2.75,242.0
09.03.2009 03:00:00,975.58,3.32,278.44,2.15,92.0,7.75,7.13,0.62,4.56,7.31,1225.83,1.43,3.0,245.0
09.03.2009 04:00:00,975.55,2.76,277.88,0.93,87.7,7.45,6.53,0.92,4.18,6.7,1228.57,1.49,2.13,245.1
09.03.2009 05:00:00,976.15,2.17,277.23,-0.16,84.5,7.14,6.04,1.11,3.85,6.18,1232.21,2.1,4.13,246.2
09.03.2009 06:00:00,976.91,2.16,277.17,-0.71,81.2,7.14,5.8,1.34,3.7,5.94,1233.3,2.48,4.13,255.1
09.03.2009 07:00:00,977.96,1.85,276.76,-1.0,81.3,6.98,5.67,1.31,3.62,5.8,1236.11,2.31,5.13,246.8
09.03.2009 08:00:00,978.47,2.3,277.18,-1.07,78.3,7.21,5.65,1.56,3.6,5.77,1234.72,2.78,4.0,239.4
09.03.2009 09:00:00,979.25,3.55,278.38,-0.78,73.2,7.88,5.77,2.11,3.67,5.89,1230.06,3.14,4.88,247.0
09.03.2009 10:00:00,979.97,4.1,278.87,-1.24,68.05,8.2,5.58,2.62,3.55,5.69,1228.62,3.7,6.25,253.8
09.03.2009 11:00:00,980.24,4.94,279.69,0.06,70.6,8.69,6.14,2.56,3.9,6.26,1224.99,1.93,4.25,244.7
09.03.2009 12:00:00,981.12,4.35,279.03,-1.27,66.72,8.34,5.57,2.78,3.54,5.67,1228.95,2.96,5.13,252.0
09.03.2009 13:00:00,981.17,5.35,280.03,-2.42,57.1,8.95,5.11,3.84,3.25,5.21,1224.82,5.89,10.75,244.1
09.03.2009 14:00:00,981.54,5.05,279.7,-1.99,60.25,8.76,5.28,3.48,3.35,5.38,1226.54,2.81,5.5,240.6
09.03.2009 15:00:00,981.8,6.13,280.76,-1.73,56.97,9.44,5.38,4.06,3.41,5.48,1222.09,3.21,6.5,231.2
09.03.2009 16:00:00,982.33,5.36,279.94,-2.05,58.7,8.95,5.25,3.7,3.33,5.35,1226.19,4.42,7.75,243.5
09.03.2009 17:00:00,982.49,4.7,279.27,-1.31,64.92,8.55,5.55,3.0,3.52,5.65,1229.13,2.48,4.63,223.2
09.03.2009 18:00:00,982.46,4.11,278.67,-1.47,66.9,8.2,5.48,2.71,3.48,5.58,1231.77,3.85,6.75,210.2
09.03.2009 19:00:00,983.09,3.44,277.95,-1.49,70.0,7.82,5.48,2.35,3.47,5.57,1235.53,1.17,3.25,206.8
09.03.2009 20:00:00,982.95,3.76,278.29,-1.32,69.27,8.0,5.54,2.46,3.51,5.64,1233.89,3.41,6.0,217.4
09.03.2009 21:00:00,983.34,3.73,278.23,-1.21,70.0,7.99,5.59,2.4,3.54,5.68,1234.49,2.45,5.38,240.5
09.03.2009 22:00:00,983.9,3.83,278.28,-0.82,71.5,8.04,5.75,2.29,3.64,5.84,1234.67,2.95,5.75,231.8
09.03.2009 23:00:00,984.08,3.36,277.79,-0.65,74.9,7.78,5.83,1.95,3.69,5.92,1236.97,2.24,4.13,232.1
10.03.2009 00:00:00,984.58,3.17,277.56,-0.25,78.2,7.67,6.0,1.67,3.8,6.09,1238.39,2.1,4.13,229.6
10.03.2009 01:00:00,984.83,3.1,277.47,-0.49,77.2,7.63,5.89,1.74,3.73,5.98,1239.05,2.45,5.0,218.8
10.03.2009 02:00:00,984.95,3.1,277.46,-0.43,77.5,7.63,5.92,1.72,3.75,6.01,1239.19,2.42,4.0,232.6
10.03.2009 03:00:00,984.93,2.77,277.13,-0.12,81.2,7.46,6.05,1.4,3.83,6.15,1240.59,3.57,6.5,235.8
10.03.2009 04:00:00,984.84,2.3,276.67,-0.03,84.5,7.21,6.09,1.12,3.86,6.19,1242.57,4.48,6.13,210.0
10.03.2009 05:00:00,984.95,2.54,276.9,0.01,83.3,7.34,6.11,1.23,3.87,6.21,1241.61,0.87,2.25,218.8
10.03.2009 06:00:00,984.82,2.58,276.95,-0.34,81.0,7.36,5.96,1.4,3.77,6.05,1241.35,3.09,4.75,210.8
10.03.2009 07:00:00,985.06,2.54,276.89,-0.12,82.5,7.34,6.05,1.28,3.83,6.14,1241.78,1.41,2.25,212.1
10.03.2009 08:00:00,984.7,2.69,277.07,-0.06,82.0,7.41,6.08,1.33,3.85,6.17,1240.65,5.77,8.5,218.2
10.03.2009 09:00:00,984.55,3.46,277.86,0.13,78.7,7.83,6.17,1.67,3.9,6.26,1236.94,5.73,8.13,216.4
10.03.2009 10:00:00,984.28,4.22,278.64,0.35,75.8,8.26,6.26,2.0,3.97,6.36,1233.18,5.31,7.0,212.4
10.03.2009 11:00:00,983.62,4.89,279.37,0.29,72.0,8.66,6.24,2.43,3.95,6.34,1229.4,7.45,11.0,216.3
10.03.2009 12:00:00,983.3,5.09,279.59,0.09,70.0,8.78,6.15,2.64,3.9,6.25,1228.15,6.74,9.5,215.9
10.03.2009 13:00:00,982.41,4.53,279.11,0.81,76.7,8.45,6.48,1.97,4.11,6.6,1229.34,4.94,7.13,210.7
10.03.2009 14:00:00,981.19,5.16,279.84,0.22,70.3,8.83,6.21,2.62,3.94,6.33,1225.17,6.61,9.38,216.1
10.03.2009 15:00:00,980.43,5.54,280.28,0.6,70.4,9.06,6.38,2.68,4.06,6.51,1222.49,4.85,6.25,216.2
10.03.2009 16:00:00,979.65,5.24,280.04,0.71,72.5,8.87,6.43,2.44,4.09,6.57,1222.81,4.85,6.75,211.2
10.03.2009 17:00:00,979.06,4.92,279.77,0.9,75.1,8.68,6.52,2.16,4.15,6.66,1223.4,4.36,7.88,212.5
10.03.2009 18:00:00,978.4,4.03,278.93,1.37,82.7,8.16,6.75,1.41,4.3,6.89,1226.39,3.29,4.88,192.0
10.03.2009 19:00:00,977.94,3.49,278.42,2.15,90.9,7.85,7.14,0.71,4.55,7.3,1228.03,2.57,3.13,171.6
10.03.2009 20:00:00,977.55,3.21,278.17,2.02,91.9,7.69,7.07,0.62,4.51,7.23,1228.83,2.43,4.13,186.6
10.03.2009 21:00:00,977.33,3.25,278.22,1.63,89.1,7.71,6.87,0.84,4.39,7.03,1228.48,1.16,1.88,201.2
10.03.2009 22:00:00,977.4,2.95,277.92,1.74,91.7,7.55,6.93,0.63,4.42,7.09,1229.86,0.32,0.75,328.4
10.03.2009 23:00:00,977.87,2.45,277.38,1.33,92.3,7.29,6.73,0.56,4.29,6.88,1232.8,1.84,3.13,262.8
11.03.2009 00:00:00,978.63,2.12,276.99,1.2,93.6,7.12,6.67,0.46,4.25,6.81,1235.23,2.26,4.0,263.5
11.03.2009 01:00:00,979.59,1.9,276.69,1.07,94.2,7.01,6.6,0.41,4.2,6.74,1237.49,2.55,4.25,270.8
11.03.2009 02:00:00,980.75,1.53,276.22,0.66,93.9,6.82,6.41,0.42,4.07,6.53,1240.71,1.98,3.38,254.2
11.03.2009 03:00:00,981.8,0.6,275.21,-0.1,95.0,6.38,6.06,0.32,3.85,6.18,1246.41,2.99,5.0,261.9
11.03.2009 04:00:00,982.85,1.01,275.53,0.45,96.0,6.57,6.31,0.26,4.0,6.42,1245.78,2.35,3.88,262.8
11.03.2009 05:00:00,984.0,1.11,275.54,0.44,95.3,6.62,6.31,0.31,4.0,6.41,1246.79,2.14,4.0,271.3
11.03.2009 06:00:00,984.98,0.35,274.7,-0.34,95.1,6.27,5.96,0.31,3.77,6.05,1251.67,2.88,4.88,252.8
11.03.2009 07:00:00,986.23,0.11,274.35,-0.37,96.6,6.16,5.95,0.21,3.76,6.03,1254.38,2.65,4.13,253.6
11.03.2009 08:00:00,987.42,0.75,274.91,-0.06,94.3,6.45,6.08,0.37,3.84,6.16,1252.87,2.67,4.13,255.1
11.03.2009 09:00:00,988.51,2.99,277.07,1.35,88.9,7.58,6.74,0.84,4.25,6.81,1243.78,2.2,3.88,260.4
11.03.2009 10:00:00,989.59,2.69,276.68,0.58,85.9,7.41,6.37,1.05,4.01,6.44,1246.68,2.51,4.75,281.6
11.03.2009 11:00:00,990.36,4.62,278.55,0.57,74.9,8.5,6.37,2.13,4.01,6.43,1238.99,1.5,4.13,317.7
11.03.2009 12:00:00,991.11,4.78,278.65,-0.78,67.11,8.59,5.77,2.83,3.63,5.82,1239.5,1.64,4.25,1.22
11.03.2009 13:00:00,991.66,5.02,278.84,0.71,73.6,8.74,6.43,2.31,4.04,6.49,1238.81,2.28,4.38,240.4
11.03.2009 14:00:00,991.65,5.82,279.65,-1.19,60.55,9.24,5.6,3.65,3.52,5.64,1235.63,2.24,4.38,274.3
11.03.2009 15:00:00,991.9,5.37,279.18,-0.55,65.49,8.96,5.87,3.09,3.69,5.91,1237.8,2.2,4.63,263.4
11.03.2009 16:00:00,992.27,3.94,277.72,1.79,85.8,8.1,6.95,1.15,4.37,7.01,1244.13,2.21,3.63,243.3
11.03.2009 17:00:00,992.46,4.93,278.69,1.21,76.8,8.68,6.67,2.01,4.19,6.72,1240.11,1.39,3.25,260.7
11.03.2009 18:00:00,993.15,3.44,277.14,0.64,81.8,7.82,6.4,1.42,4.02,6.44,1247.77,1.77,3.38,249.0
11.03.2009 19:00:00,993.76,3.47,277.12,0.56,81.2,7.84,6.36,1.47,3.99,6.4,1248.43,2.22,5.38,263.9
11.03.2009 20:00:00,994.57,3.42,277.01,0.56,81.5,7.81,6.36,1.44,3.99,6.4,1249.68,1.62,2.88,267.4
11.03.2009 21:00:00,994.95,3.53,277.09,0.57,80.9,7.87,6.37,1.5,3.99,6.4,1249.64,2.03,2.88,258.6
11.03.2009 22:00:00,995.26,3.73,277.26,0.35,78.5,7.98,6.27,1.72,3.92,6.3,1249.19,2.59,3.88,253.1
11.03.2009 23:00:00,995.35,3.19,276.72,0.31,81.3,7.68,6.25,1.44,3.91,6.28,1251.73,3.12,4.13,258.0
12.03.2009 00:00:00,995.39,3.12,276.65,0.27,81.5,7.65,6.23,1.41,3.9,6.26,1252.11,1.82,2.75,249.9
12.03.2009 01:00:00,995.49,3.12,276.64,0.34,81.9,7.65,6.26,1.38,3.92,6.29,1252.23,1.65,3.25,253.0
12.03.2009 02:00:00,995.6,3.14,276.64,0.41,82.2,7.65,6.29,1.36,3.94,6.32,1252.27,1.55,2.5,257.7
12.03.2009 03:00:00,995.38,2.24,275.76,0.56,88.6,7.18,6.36,0.82,3.98,6.39,1256.05,1.56,2.63,262.3
12.03.2009 04:00:00,995.2,2.43,275.97,0.73,88.5,7.28,6.44,0.84,4.04,6.47,1254.9,2.55,4.0,256.2
12.03.2009 05:00:00,995.23,1.89,275.42,-0.1,86.6,7.0,6.06,0.94,3.8,6.09,1257.61,2.33,2.88,255.4
12.03.2009 06:00:00,995.01,1.1,274.65,-0.74,87.5,6.61,5.79,0.83,3.63,5.82,1261.08,3.21,4.13,248.3
12.03.2009 07:00:00,994.66,1.27,274.85,-0.72,86.5,6.7,5.79,0.9,3.63,5.82,1259.84,2.43,3.0,241.0
